,time,pos-x,pos-y,pos-z,ori-x,ori-y,ori-z,ori-w
0,2018-04-23 18:33:09.792358,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,2018-04-23 18:33:09.999433,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,2018-04-23 18:33:10.207568,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,2018-04-23 18:33:10.403144,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,2018-04-23 18:33:10.616037,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,2018-04-23 18:33:10.816556,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,2018-04-23 18:33:11.025347,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,2018-04-23 18:33:11.225862,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,2018-04-23 18:33:11.435290,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,2018-04-23 18:33:11.643905,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,2018-04-23 18:33:11.844888,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,2018-04-23 18:33:12.053413,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,2018-04-23 18:33:12.268029,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,2018-04-23 18:33:12.475231,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,2018-04-23 18:33:12.678054,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,2018-04-23 18:33:12.879323,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,2018-04-23 18:33:13.085541,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,2018-04-23 18:33:13.286472,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,2018-04-23 18:33:13.495700,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,2018-04-23 18:33:13.705274,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,2018-04-23 18:33:13.905092,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,2018-04-23 18:33:14.114451,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,2018-04-23 18:33:14.323147,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,2018-04-23 18:33:14.523174,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,2018-04-23 18:33:14.736064,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,2018-04-23 18:33:14.945176,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,2018-04-23 18:33:15.145811,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,2018-04-23 18:33:15.354832,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,2018-04-23 18:33:15.564371,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,2018-04-23 18:33:15.764497,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,2018-04-23 18:33:15.973634,0.00282631359413,3.4886736946e-05,0.0,0.0,0.0,-0.00617142130288,0.999980956598
0,2018-04-23 18:33:16.174016,0.00847894078239,0.000104660210838,0.0,0.0,0.0,-0.0185133237187,0.999828613736
0,2018-04-23 18:33:16.382853,0.0169585274793,0.000104660210838,0.0,0.0,0.0,-0.0370203015787,0.99931451369
0,2018-04-23 18:33:16.596068,0.0282611983289,-0.000174412425344,0.0,0.0,0.0,-0.0616754369161,0.998096258124
0,2018-04-23 18:33:16.805112,0.0395363238002,-0.00101095021488,0.0,0.0,0.0,-0.0862929897189,0.996269802777
0,2018-04-23 18:33:17.005998,0.0507564256453,-0.00240291445824,0.0,0.0,0.0,-0.110857959039,0.993836260617
0,2018-04-23 18:33:17.206803,0.0618941597122,-0.00434691284383,0.0,0.0,0.0,-0.13535537597,0.990797114548
0,2018-04-23 18:33:17.415157,0.070141635022,-0.0063173294408,0.0,0.0,0.0,-0.153675125639,0.988121427639
0,2018-04-23 18:33:17.615606,0.0756058523668,-0.00776625707056,0.0,0.0,0.0,-0.178018435904,0.984027152308
0,2018-04-23 18:33:17.823843,0.0835840560258,-0.0106388268132,0.0,0.0,0.0,-0.184087891957,0.982909786315
0,2018-04-23 18:33:18.025339,0.091526196961,-0.0136096495807,0.0,0.0,0.0,-0.190150336692,0.981754984431
0,2018-04-23 18:33:18.234760,0.099431065221,-0.0166782727808,0.0,0.0,0.0,-0.196205539208,0.980562790638
0,2018-04-23 18:33:18.438225,0.107373206156,-0.0196490955483,0.0,0.0,0.0,-0.214325388643,0.976762318982
0,2018-04-23 18:33:18.643761,0.117640620496,-0.0243828522647,0.0,0.0,0.0,-0.214325388643,0.976762318982
0,2018-04-23 18:33:18.856993,0.127908034835,-0.0291166089811,0.0,0.0,0.0,-0.214325388643,0.976762318982
0,2018-04-23 18:33:19.065553,0.14066829151,-0.035191762479,0.0,0.0,0.0,-0.208293295375,0.978066410374
0,2018-04-23 18:33:19.274667,0.150993350652,-0.0397984319457,0.0,0.0,0.0,-0.208293295375,0.978066410374
0,2018-04-23 18:33:19.480000,0.163827618576,-0.0457156278412,0.0,0.0,0.0,-0.202253268882,0.979333250343
0,2018-04-23 18:33:19.685086,0.179228740085,-0.0528162629158,0.0,0.0,0.0,-0.190150336692,0.981754984431
0,2018-04-23 18:33:19.897108,0.192135064013,-0.0585745997492,0.0,0.0,0.0,-0.171942199697,0.985107039851
0,2018-04-23 18:33:20.093946,0.210666726196,-0.06550651954,0.0,0.0,0.0,-0.165859414761,0.986149407816
0,2018-04-23 18:33:20.295088,0.223841506629,-0.0706208915401,0.0,0.0,0.0,-0.147574085513,0.98905100439
0,2018-04-23 18:33:20.503445,0.245299313192,-0.077753600491,0.0,0.0,0.0,-0.13535537597,0.990797114548
0,2018-04-23 18:33:20.706451,0.266757119755,-0.0848863094418,0.0,0.0,0.0,-0.110857959039,0.993836260617
0,2018-04-23 18:33:20.917838,0.288683858414,-0.0904118077238,0.0,0.0,0.0,-0.0985829837288,0.995128833528
0,2018-04-23 18:33:21.125953,0.318924601216,-0.0976366685793,0.0,0.0,0.0,-0.0801429457225,0.996783380806
0,2018-04-23 18:33:21.326880,0.343984502867,-0.102010664947,0.0,0.0,0.0,-0.0739898493376,0.997258994542
0,2018-04-23 18:33:21.535961,0.377243571647,-0.108665632467,0.0,0.0,0.0,-0.0493516285032,0.998781465969
0,2018-04-23 18:33:21.745055,0.408143747673,-0.112112407941,0.0,0.0,0.0,-0.0431867874643,0.999067015464
0,2018-04-23 18:33:21.945345,0.441935572338,-0.115039323492,0.0,0.0,0.0,-0.0431867874643,0.999067015464
0,2018-04-23 18:33:22.146395,0.478400903335,-0.119563207283,0.0,0.0,0.0,-0.0246833347681,0.999695320077
0,2018-04-23 18:33:22.355823,0.509433530428,-0.121480808736,0.0,0.0,0.0,-0.0185133237187,0.999828613736
0,2018-04-23 18:33:22.564342,0.546167210689,-0.122387794803,0.0,0.0,0.0,-0.0246833347681,0.999695320077
0,2018-04-23 18:33:22.776758,0.579992587103,-0.124897408172,0.0,0.0,0.0,-0.012342607556,0.999923827118
0,2018-04-23 18:33:22.986062,0.611063091976,-0.126048436647,0.0,0.0,0.0,-0.00617142130288,0.999980956598
0,2018-04-23 18:33:23.195303,0.647796772237,-0.126955422714,0.0,0.0,0.0,-2.16840434497e-17,1.0
0,2018-04-23 18:33:23.407383,0.673233594584,-0.127269403347,0.0,0.0,0.0,0.00617142130288,0.999980956598
0,2018-04-23 18:33:23.604093,0.709978470271,-0.127269403347,0.0,0.0,0.0,0.012342607556,0.999923827118
0,2018-04-23 18:33:23.804927,0.743896817059,-0.127269403347,0.0,0.0,0.0,0.0246833347681,0.999695320077
0,2018-04-23 18:33:24.017937,0.774967321932,-0.126118374872,0.0,0.0,0.0,0.0308524057082,0.99952395122
0,2018-04-23 18:33:24.226934,0.814463392778,-0.123677791205,0.0,0.0,0.0,0.0308524057082,0.99952395122
0,2018-04-23 18:33:24.435473,0.854007671707,-0.122212845873,0.0,0.0,0.0,0.0431867874643,0.999067015464
0,2018-04-23 18:33:24.636073,0.89343146715,-0.118798111064,0.0,0.0,0.0,0.0431867874643,0.999067015464
0,2018-04-23 18:33:24.845075,0.935622873242,-0.114618396277,0.0,0.0,0.0,0.0370203015787,0.99931451369
0,2018-04-23 18:33:25.054949,0.972230683296,-0.111447571097,0.0,0.0,0.0,0.0308524057082,0.99952395122
0,2018-04-23 18:33:25.266754,1.01177496223,-0.109982625766,0.0,0.0,0.0,0.0431867874643,0.999067015464
0,2018-04-23 18:33:25.467338,1.04548424516,-0.106222507067,0.0,0.0,0.0,0.0308524057082,0.99952395122
0,2018-04-23 18:33:25.677034,1.08783051532,-0.104130100004,0.0,0.0,0.0,0.0370203015787,0.99931451369
0,2018-04-23 18:33:25.877243,1.12450543825,-0.101863843742,0.0,0.0,0.0,0.0431867874643,0.999067015464
0,2018-04-23 18:33:26.073830,1.16392923369,-0.0984491089327,0.0,0.0,0.0,0.0431867874643,0.999067015464
0,2018-04-23 18:33:26.287024,1.20335302914,-0.0950343741236,0.0,0.0,0.0,0.0431867874643,0.999067015464
0,2018-04-23 18:33:26.495908,1.23999718692,-0.0923156263076,0.0,0.0,0.0,0.0493516285032,0.998781465969
0,2018-04-23 18:33:26.696317,1.2793758326,-0.0884145591732,0.0,0.0,0.0,0.0493516285032,0.998781465969
0,2018-04-23 18:33:26.896974,1.32161561344,-0.0847559147349,0.0,0.0,0.0,0.0555145898963,0.998457876081
0,2018-04-23 18:33:27.106957,1.35532489637,-0.0809957960361,0.0,0.0,0.0,0.0555145898963,0.998457876081
