,time,pos-x,pos-y,pos-z,ori-x,ori-y,ori-z,ori-w
0,2018-04-23 18:29:16.063,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,2018-04-23 18:29:16.274019,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,2018-04-23 18:29:16.468507,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,2018-04-23 18:29:16.677702,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,2018-04-23 18:29:16.886438,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,2018-04-23 18:29:17.095799,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,2018-04-23 18:29:17.296388,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,2018-04-23 18:29:17.496671,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,2018-04-23 18:29:17.705409,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,2018-04-23 18:29:17.906669,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,2018-04-23 18:29:18.115463,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,2018-04-23 18:29:18.328340,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,2018-04-23 18:29:18.521442,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,2018-04-23 18:29:18.726497,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,2018-04-23 18:29:18.938822,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,2018-04-23 18:29:19.146803,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,2018-04-23 18:29:19.347968,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,2018-04-23 18:29:19.544875,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,2018-04-23 18:29:19.758001,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,2018-04-23 18:29:19.966461,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,2018-04-23 18:29:20.175542,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,2018-04-23 18:29:20.376005,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,2018-04-23 18:29:20.576926,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,2018-04-23 18:29:20.779048,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,2018-04-23 18:29:20.986435,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,2018-04-23 18:29:21.187470,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,2018-04-23 18:29:21.396138,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,2018-04-23 18:29:21.604992,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,2018-04-23 18:29:21.805719,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,2018-04-23 18:29:22.018800,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,2018-04-23 18:29:22.215614,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,2018-04-23 18:29:22.427880,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,2018-04-23 18:29:22.625059,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,2018-04-23 18:29:22.838470,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,2018-04-23 18:29:23.046753,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,2018-04-23 18:29:23.247456,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,2018-04-23 18:29:23.456486,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,2018-04-23 18:29:23.657085,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,2018-04-23 18:29:23.866317,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,2018-04-23 18:29:24.066623,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,2018-04-23 18:29:24.275532,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,2018-04-23 18:29:24.476829,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,2018-04-23 18:29:24.677490,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,2018-04-23 18:29:24.878002,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,2018-04-23 18:29:25.086367,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,2018-04-23 18:29:25.287580,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,2018-04-23 18:29:25.496251,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,2018-04-23 18:29:25.705779,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,2018-04-23 18:29:25.918488,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,2018-04-23 18:29:26.126718,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,2018-04-23 18:29:26.337518,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,2018-04-23 18:29:26.548485,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,2018-04-23 18:29:26.757801,0.00565133542475,0.000139536318091,0.0,0.0,0.0,-0.012342607556,0.999923827118
0,2018-04-23 18:29:26.962367,0.0113043932227,0.000139536318091,0.0,0.0,0.0,-0.0246833347681,0.999695320077
0,2018-04-23 18:29:27.169175,0.0197833340051,3.48761072528e-05,0.0,0.0,0.0,-0.0431867874643,0.999067015464
0,2018-04-23 18:29:27.377356,0.022602115373,-0.000174258340131,0.0,0.0,0.0,-0.0493516285032,0.998781465969
0,2018-04-23 18:29:27.589915,0.0338944540823,-0.000732233556836,0.0,0.0,0.0,-0.0739898493376,0.997258994542
0,2018-04-23 18:29:27.797885,0.0395045050048,-0.00142821567852,0.0,0.0,0.0,-0.0862929897189,0.996269802777
0,2018-04-23 18:29:28.008555,0.0450956674978,-0.00226246051341,0.0,0.0,0.0,-0.0985829837288,0.995128833528
0,2018-04-23 18:29:28.208439,0.0562779924837,-0.00393095018318,0.0,0.0,0.0,-0.123116045608,0.992392280962
0,2018-04-23 18:29:28.416590,0.0590271509203,-0.00458775571551,0.0,0.0,0.0,-0.129238171924,0.991613581451
0,2018-04-23 18:29:28.625579,0.0672496779173,-0.00665981757124,0.0,0.0,0.0,-0.13535537597,0.990797114548
0,2018-04-23 18:29:28.839236,0.0726955954918,-0.0081760775223,0.0,0.0,0.0,-0.13535537597,0.990797114548
0,2018-04-23 18:29:29.039070,0.0808357777044,-0.0105511194372,0.0,0.0,0.0,-0.129238171924,0.991613581451
0,2018-04-23 18:29:29.247791,0.0863340945775,-0.0118647305018,0.0,0.0,0.0,-0.141467424763,0.989942911349
0,2018-04-23 18:29:29.450540,0.0944443425187,-0.0143400625774,0.0,0.0,0.0,-0.13535537597,0.990797114548
0,2018-04-23 18:29:29.657658,0.102584524731,-0.0167151044922,0.0,0.0,0.0,-0.129238171924,0.991613581451
0,2018-04-23 18:29:29.866710,0.110807051728,-0.018787166348,0.0,0.0,0.0,-0.13535537597,0.990797114548
0,2018-04-23 18:29:30.079313,0.12162071565,-0.0220876091154,0.0,0.0,0.0,-0.123116045608,0.992392280962
0,2018-04-23 18:29:30.288547,0.127102400315,-0.0234689836859,0.0,0.0,0.0,-0.123116045608,0.992392280962
0,2018-04-23 18:29:30.496772,0.143547454309,-0.0276131073973,0.0,0.0,0.0,-0.123116045608,0.992392280962
0,2018-04-23 18:29:30.698425,0.151743780326,-0.029786498842,0.0,0.0,0.0,-0.116989230196,0.993133183424
0,2018-04-23 18:29:30.907989,0.168238730945,-0.0337273320359,0.0,0.0,0.0,-0.116989230196,0.993133183424
0,2018-04-23 18:29:31.117149,0.179167165635,-0.0366251872955,0.0,0.0,0.0,-0.104722465656,0.994501485764
0,2018-04-23 18:29:31.316571,0.198466555662,-0.0409849533205,0.0,0.0,0.0,-0.0985829837288,0.995128833528
0,2018-04-23 18:29:31.529451,0.217818286481,-0.0451061824524,0.0,0.0,0.0,-0.0924397470911,0.995718280016
0,2018-04-23 18:29:31.735476,0.234405484325,-0.0486386645654,0.0,0.0,0.0,-0.0801429457225,0.996783380806
0,2018-04-23 18:29:31.937455,0.253896518942,-0.0520406617402,0.0,0.0,0.0,-0.0739898493376,0.997258994542
0,2018-04-23 18:29:32.135480,0.273428058387,-0.0552018295839,0.0,0.0,0.0,-0.0678339349157,0.997696625871
0,2018-04-23 18:29:32.346997,0.292919093004,-0.0586038267587,0.0,0.0,0.0,-0.0493516285032,0.998781465969
0,2018-04-23 18:29:32.548953,0.312582841384,-0.060797229333,0.0,0.0,0.0,-0.0431867874643,0.999067015464
0,2018-04-23 18:29:32.746623,0.335110724494,-0.0627485063668,0.0,0.0,0.0,-0.0431867874643,0.999067015464
0,2018-04-23 18:29:32.958403,0.360355953646,-0.0658804259144,0.0,0.0,0.0,-0.0246833347681,0.999695320077
0,2018-04-23 18:29:33.167899,0.377268641853,-0.0671352325987,0.0,0.0,0.0,-0.012342607556,0.999923827118
0,2018-04-23 18:29:33.376955,0.397040781318,-0.0678677052645,0.0,0.0,0.0,-0.00617142130288,0.999980956598
0,2018-04-23 18:29:33.585249,0.425303917259,-0.0682165726339,0.0,0.0,0.0,-0.00617142130288,0.999980956598
0,2018-04-23 18:29:33.799185,0.456395735148,-0.0682165726339,0.0,0.0,0.0,-0.012342607556,0.999923827118
0,2018-04-23 18:29:33.998802,0.484652412271,-0.0689142542244,0.0,0.0,0.0,-0.012342607556,0.999923827118
0,2018-04-23 18:29:34.196053,0.51007373444,-0.0698560047948,0.0,0.0,0.0,-0.00617142130288,0.999980956598
0,2018-04-23 18:29:34.397007,0.532684243194,-0.0701350986903,0.0,0.0,0.0,-0.00617142130288,0.999980956598
0,2018-04-23 18:29:34.597691,0.560947379135,-0.0704839660598,0.0,0.0,0.0,-0.00617142130288,0.999980956598
0,2018-04-23 18:29:34.806666,0.583557887888,-0.0707630599553,0.0,0.0,0.0,-0.00617142130288,0.999980956598
0,2018-04-23 18:29:35.019130,0.608996647979,-0.0707630599553,0.0,0.0,0.0,-0.012342607556,0.999923827118
0,2018-04-23 18:29:35.228394,0.634433470326,-0.0710770405879,0.0,0.0,0.0,-0.0185133237187,0.999828613736
0,2018-04-23 18:29:35.437135,0.657030201143,-0.071914152206,0.0,0.0,0.0,-0.0185133237187,0.999828613736
0,2018-04-23 18:29:35.649465,0.67962693196,-0.072751263824,0.0,0.0,0.0,-0.0185133237187,0.999828613736
0,2018-04-23 18:29:35.858771,0.705034694056,-0.0740067080616,0.0,0.0,0.0,-0.012342607556,0.999923827118
0,2018-04-23 18:29:36.068353,0.730471516403,-0.0743206886941,0.0,0.0,0.0,-0.0185133237187,0.999828613736
0,2018-04-23 18:29:36.268537,0.755879278499,-0.0755761329317,0.0,0.0,0.0,-0.012342607556,0.999923827118
0,2018-04-23 18:29:36.477182,0.784110125272,-0.0769710709735,0.0,0.0,0.0,-8.67361737988e-18,1.0
0,2018-04-23 18:29:36.687085,0.809546947619,-0.076657090341,0.0,0.0,0.0,-0.00617142130288,0.999980956598
0,2018-04-23 18:29:36.889147,0.843462710749,-0.0770757311843,0.0,0.0,0.0,-0.00617142130288,0.999980956598
0,2018-04-23 18:29:37.099702,0.874545055585,-0.0778431809338,0.0,0.0,0.0,-1.30104260698e-17,1.0
0,2018-04-23 18:29:37.296328,0.899981877932,-0.0775292003013,0.0,0.0,0.0,-0.00617142130288,0.999980956598
0,2018-04-23 18:29:37.497209,0.933897641062,-0.0779478411447,0.0,0.0,0.0,-0.00617142130288,0.999980956598
0,2018-04-23 18:29:37.698009,0.964979985898,-0.0787152908942,0.0,0.0,0.0,-1.73472347598e-17,1.0
0,2018-04-23 18:29:37.906867,0.990416808245,-0.0784013102617,0.0,0.0,0.0,-0.00617142130288,0.999980956598
