,time,pos-x,pos-y,pos-z,ori-x,ori-y,ori-z,ori-w
0,2018-04-18 19:32:34.830479,16.0923869547,8.53928400893,0.0,0.0,0.0,-0.9205644021,0.390590810933
0,2018-04-18 19:32:35.031996,16.0923869547,8.53928400893,0.0,0.0,0.0,-0.9205644021,0.390590810933
0,2018-04-18 19:32:35.234228,16.0923869547,8.53928400893,0.0,0.0,0.0,-0.9205644021,0.390590810933
0,2018-04-18 19:32:35.442592,16.0923869547,8.53928400893,0.0,0.0,0.0,-0.9205644021,0.390590810933
0,2018-04-18 19:32:35.647907,16.0923869547,8.53928400893,0.0,0.0,0.0,-0.9205644021,0.390590810933
0,2018-04-18 19:32:35.852472,16.0923869547,8.53928400893,0.0,0.0,0.0,-0.9205644021,0.390590810933
0,2018-04-18 19:32:36.053754,16.0923869547,8.53928400893,0.0,0.0,0.0,-0.9205644021,0.390590810933
0,2018-04-18 19:32:36.262176,16.0923869547,8.53928400893,0.0,0.0,0.0,-0.9205644021,0.390590810933
0,2018-04-18 19:32:36.475124,16.0923869547,8.53928400893,0.0,0.0,0.0,-0.9205644021,0.390590810933
0,2018-04-18 19:32:36.683476,16.0923869547,8.53928400893,0.0,0.0,0.0,-0.9205644021,0.390590810933
0,2018-04-18 19:32:36.892560,16.0923869547,8.53928400893,0.0,0.0,0.0,-0.9205644021,0.390590810933
0,2018-04-18 19:32:37.105813,16.0923869547,8.53928400893,0.0,0.0,0.0,-0.9205644021,0.390590810933
0,2018-04-18 19:32:37.314677,16.0923869547,8.53928400893,0.0,0.0,0.0,-0.9205644021,0.390590810933
0,2018-04-18 19:32:37.515342,16.0923869547,8.53928400893,0.0,0.0,0.0,-0.9205644021,0.390590810933
0,2018-04-18 19:32:37.722337,16.0923869547,8.53928400893,0.0,0.0,0.0,-0.9205644021,0.390590810933
0,2018-04-18 19:32:37.925385,16.0923869547,8.53928400893,0.0,0.0,0.0,-0.9205644021,0.390590810933
0,2018-04-18 19:32:38.126880,16.0923869547,8.53928400893,0.0,0.0,0.0,-0.9205644021,0.390590810933
0,2018-04-18 19:32:38.334640,16.0923869547,8.53928400893,0.0,0.0,0.0,-0.9205644021,0.390590810933
0,2018-04-18 19:32:38.543726,16.0923869547,8.53928400893,0.0,0.0,0.0,-0.9205644021,0.390590810933
0,2018-04-18 19:32:38.753644,16.0923869547,8.53928400893,0.0,0.0,0.0,-0.9205644021,0.390590810933
0,2018-04-18 19:32:38.966066,16.0923869547,8.53928400893,0.0,0.0,0.0,-0.9205644021,0.390590810933
0,2018-04-18 19:32:39.174602,16.0923869547,8.53928400893,0.0,0.0,0.0,-0.9205644021,0.390590810933
0,2018-04-18 19:32:39.375090,16.0923869547,8.53928400893,0.0,0.0,0.0,-0.9205644021,0.390590810933
0,2018-04-18 19:32:39.575505,16.0923869547,8.53928400893,0.0,0.0,0.0,-0.9205644021,0.390590810933
0,2018-04-18 19:32:39.778589,16.0923869547,8.53928400893,0.0,0.0,0.0,-0.9205644021,0.390590810933
0,2018-04-18 19:32:39.989018,16.0923869547,8.53928400893,0.0,0.0,0.0,-0.9205644021,0.390590810933
0,2018-04-18 19:32:40.194771,16.0923869547,8.53928400893,0.0,0.0,0.0,-0.9205644021,0.390590810933
0,2018-04-18 19:32:40.403162,16.0923869547,8.53928400893,0.0,0.0,0.0,-0.9205644021,0.390590810933
0,2018-04-18 19:32:40.605630,16.0923869547,8.53928400893,0.0,0.0,0.0,-0.9205644021,0.390590810933
0,2018-04-18 19:32:40.812544,16.0923869547,8.53928400893,0.0,0.0,0.0,-0.9205644021,0.390590810933
0,2018-04-18 19:32:41.013658,16.0923869547,8.53928400893,0.0,0.0,0.0,-0.9205644021,0.390590810933
0,2018-04-18 19:32:41.222698,16.0923869547,8.53928400893,0.0,0.0,0.0,-0.9205644021,0.390590810933
0,2018-04-18 19:32:41.423095,16.0923869547,8.53928400893,0.0,0.0,0.0,-0.9205644021,0.390590810933
0,2018-04-18 19:32:41.623989,16.0923869547,8.53928400893,0.0,0.0,0.0,-0.9205644021,0.390590810933
0,2018-04-18 19:32:41.832351,16.0923869547,8.53928400893,0.0,0.0,0.0,-0.9205644021,0.390590810933
0,2018-04-18 19:32:42.033569,16.0923869547,8.53928400893,0.0,0.0,0.0,-0.9205644021,0.390590810933
